1.625000000000000056e-02,5.249999999999999806e-02,2.833000000000000101e-02,1.750000000000000167e-02
1.625000000000000056e-02,5.249999999999999806e-02,1.950000000000000067e-01,1.000000000000000021e-02
1.625000000000000056e-02,5.249999999999999806e-02,3.616699999999999915e-01,1.260000000000000009e-02
1.625000000000000056e-02,5.249999999999999806e-02,5.283299999999999663e-01,1.480000000000000066e-02
1.625000000000000056e-02,5.249999999999999806e-02,6.950000000000000622e-01,1.220000000000000077e-02
1.625000000000000056e-02,5.249999999999999806e-02,8.616699999999999360e-01,1.750000000000000167e-02
1.625000000000000056e-02,3.024999999999999911e-01,8.616699999999999360e-01,1.609999999999999973e-02
1.625000000000000056e-02,3.024999999999999911e-01,6.950000000000000622e-01,1.039999999999999952e-02
1.625000000000000056e-02,3.024999999999999911e-01,5.283299999999999663e-01,1.340000000000000045e-02
1.625000000000000056e-02,3.024999999999999911e-01,3.616699999999999915e-01,1.209999999999999964e-02
1.625000000000000056e-02,3.024999999999999911e-01,1.950000000000000067e-01,8.399999999999999481e-03
1.625000000000000056e-02,3.024999999999999911e-01,2.833000000000000101e-02,1.559999999999999928e-02
1.625000000000000056e-02,5.524999999999999911e-01,2.833000000000000101e-02,1.549999999999999989e-02
1.625000000000000056e-02,5.524999999999999911e-01,1.950000000000000067e-01,1.039999999999999952e-02
1.625000000000000056e-02,5.524999999999999911e-01,3.616699999999999915e-01,9.700000000000000289e-03
1.625000000000000056e-02,5.524999999999999911e-01,5.283299999999999663e-01,1.329999999999999932e-02
1.625000000000000056e-02,5.524999999999999911e-01,6.950000000000000622e-01,1.209999999999999964e-02
1.625000000000000056e-02,5.524999999999999911e-01,8.616699999999999360e-01,1.359999999999999924e-02
1.625000000000000056e-02,8.024999999999999911e-01,8.616699999999999360e-01,1.609999999999999973e-02
1.625000000000000056e-02,8.024999999999999911e-01,6.950000000000000622e-01,1.280000000000000061e-02
1.625000000000000056e-02,8.024999999999999911e-01,5.283299999999999663e-01,1.469999999999999953e-02
1.625000000000000056e-02,8.024999999999999911e-01,3.616699999999999915e-01,1.149999999999999981e-02
1.625000000000000056e-02,8.024999999999999911e-01,1.950000000000000067e-01,1.099999999999999936e-02
1.625000000000000056e-02,8.024999999999999911e-01,2.833000000000000101e-02,1.739999999999999880e-02
1.412499999999999867e-01,8.024999999999999911e-01,2.833000000000000101e-02,2.399999999999999790e-03
1.412499999999999867e-01,8.024999999999999911e-01,1.950000000000000067e-01,2.200000000000000133e-03
1.412499999999999867e-01,8.024999999999999911e-01,3.616699999999999915e-01,2.500000000000000052e-03
1.412499999999999867e-01,8.024999999999999911e-01,5.283299999999999663e-01,2.700000000000000143e-03
1.412499999999999867e-01,8.024999999999999911e-01,6.950000000000000622e-01,3.299999999999999982e-03
1.412499999999999867e-01,8.024999999999999911e-01,8.616699999999999360e-01,3.000000000000000062e-03
1.412499999999999867e-01,5.524999999999999911e-01,8.616699999999999360e-01,5.599999999999999943e-03
1.412499999999999867e-01,5.524999999999999911e-01,6.950000000000000622e-01,3.099999999999999891e-03
1.412499999999999867e-01,5.524999999999999911e-01,5.283299999999999663e-01,2.399999999999999790e-03
1.412499999999999867e-01,5.524999999999999911e-01,3.616699999999999915e-01,4.899999999999999842e-03
1.412499999999999867e-01,5.524999999999999911e-01,1.950000000000000067e-01,2.200000000000000133e-03
1.412499999999999867e-01,5.524999999999999911e-01,2.833000000000000101e-02,2.200000000000000133e-03
1.412499999999999867e-01,3.024999999999999911e-01,2.833000000000000101e-02,2.299999999999999961e-03
1.412499999999999867e-01,3.024999999999999911e-01,1.950000000000000067e-01,1.799999999999999951e-03
1.412499999999999867e-01,3.024999999999999911e-01,3.616699999999999915e-01,2.399999999999999790e-03
1.412499999999999867e-01,3.024999999999999911e-01,5.283299999999999663e-01,2.599999999999999881e-03
1.412499999999999867e-01,3.024999999999999911e-01,6.950000000000000622e-01,2.799999999999999972e-03
1.412499999999999867e-01,3.024999999999999911e-01,8.616699999999999360e-01,2.899999999999999800e-03
1.412499999999999867e-01,5.249999999999999806e-02,8.616699999999999360e-01,3.000000000000000062e-03
1.412499999999999867e-01,5.249999999999999806e-02,6.950000000000000622e-01,3.099999999999999891e-03
1.412499999999999867e-01,5.249999999999999806e-02,5.283299999999999663e-01,2.799999999999999972e-03
1.412499999999999867e-01,5.249999999999999806e-02,3.616699999999999915e-01,2.500000000000000052e-03
1.412499999999999867e-01,5.249999999999999806e-02,1.950000000000000067e-01,2.000000000000000042e-03
1.412499999999999867e-01,5.249999999999999806e-02,2.833000000000000101e-02,2.399999999999999790e-03
2.662499999999999867e-01,5.249999999999999806e-02,2.833000000000000101e-02,1.000000000000000048e-04
